name,city,neighborhood,place,views_median,views_sum,name_clean,lat,lng,extract,state
Disappearance of Natalee Holloway,Clinton,,Clinton,1776,3881965,Disappearance of Natalee Holloway,32.3415342,-90.3217585,"Natalee Ann Holloway was an American teenager whose mysterious disappearance made international news after she vanished on May 30, 2005, near the end of a high school graduation trip to Aruba in the...",Mississippi
Paul Revere,Boston,North End,North End,1775,2836981,Paul Revere,42.3647024,-71.0542339,"Paul Revere was an American silversmith, engraver, early industrialist, and Patriot in the American Revolution. He is best known for his midnight ride to alert the colonial militia in April 1775 to...",Massachusetts
Sammy Hagar,Corte Madera,,Corte Madera,1771,2881143,Sammy Hagar,37.9254806,-122.5274755,"Samuel Roy Hagar, also known as The Red Rocker, is an American rock vocalist, guitarist, songwriter, musician and entrepreneur. Hagar came to prominence in the 1970s with the hard rock band Montrose....",California
Bill O'Reilly (political commentator),Fort Lee,,Fort Lee,1770,4224384,Bill O'Reilly,40.8509333,-73.9701381,"William James O'Reilly Jr. is an American journalist, author, and former television host. During the late 1970s and 1980s, he reported for local television stations in the United States and later for...",New Jersey
Bill O'Reilly (political commentator),Levittown,,Levittown,1770,4224384,Bill O'Reilly,40.7259336,-73.5142921,"William James O'Reilly Jr. is an American journalist, author, and former television host. During the late 1970s and 1980s, he reported for local television stations in the United States and later for...",New York
James Avery (actor),Atlantic City,,Atlantic City,1769,3170586,James Avery,39.3642834,-74.4229266,"James LaRue Avery was an American actor, voice actor, and poet. A prolific television actor, he is best remembered for his portrayal of patriarch ""Uncle Phil"" Banks in the sitcom The Fresh Prince of...",New Jersey
James Avery (actor),Suffolk,,Suffolk,1769,3170586,James Avery,36.7282054,-76.5835621,"James LaRue Avery was an American actor, voice actor, and poet. A prolific television actor, he is best remembered for his portrayal of patriarch ""Uncle Phil"" Banks in the sitcom The Fresh Prince of...",Virginia
George Washington Carver,Indianola,,Indianola,1769,3252369,George Washington Carver,41.3580484,-93.5574376,"George Washington Carver, was an American agricultural scientist and inventor. He actively promoted alternative crops to cotton and methods to prevent soil depletion.",Iowa
George Washington Carver,Hanover,,Hanover,1769,3252369,George Washington Carver,42.1162217,-70.8476708,"George Washington Carver, was an American agricultural scientist and inventor. He actively promoted alternative crops to cotton and methods to prevent soil depletion.",Massachusetts
Ron Paul,Lake Jackson,,Lake Jackson,1767,2994013,Ron Paul,29.0338575,-95.4343859,"Ronald Ernest Paul is an American author, physician, and retired politician who served as the U.S. Representative for Texas's 22nd congressional district from 1976 to 1977 and again from 1979 to...",Texas
Ashley Greene,Middleburg,,Middleburg,1763,2791012,Ashley Greene,30.0688512,-81.8603778,Ashley Michele Greene is an American actress and model. She is known for playing Alice Cullen in the film adaptations of Stephenie Meyer's Twilight novels.,Florida
Timothy Leary,Millbrook,,Millbrook,1757,2734972,Timothy Leary,41.7850937,-73.6940175,Timothy Francis Leary was an American psychologist and writer known for advocating the exploration of the therapeutic potential of psychedelic drugs under controlled conditions.,New York
Anthony Quinn,Bristol,,Bristol,1757,2765047,Anthony Quinn,41.6771101,-71.2662025,"Antonio Rodolfo Quinn Oaxaca, known as Anthony Quinn, was a Mexican-born American actor, painter, writer and film director. He starred in numerous critically acclaimed and commercially successful...",Rhode Island
Rachael Ray,Lake George,,Lake George,1755,2704851,Rachael Ray,43.4261809,-73.7123408,"Rachael Domenica Ray is an American television personality, businesswoman, celebrity chef, and author. She hosts the syndicated daily talk and lifestyle program Rachael Ray, and three Food Network...",New York
Rachael Ray,Glens Falls,,Glens Falls,1755,2704851,Rachael Ray,43.3095164,-73.6440058,"Rachael Domenica Ray is an American television personality, businesswoman, celebrity chef, and author. She hosts the syndicated daily talk and lifestyle program Rachael Ray, and three Food Network...",New York
Phil Knight,La Quinta,,La Quinta,1754,2686832,Phil Knight,33.6633573,-116.3100095,"Philip Hampson ""Buck"" Knight is an American business magnate and philanthropist. A native of Oregon, he is the co-founder and current Chairman Emeritus of Nike, Inc., and previously served as...",California
Jeb Bush,Coral Gables,,Coral Gables,1751,6939112,Jeb Bush,25.7491968,-80.2635411,"John Ellis ""Jeb"" Bush is an American politician who served as the 43rd Governor of Florida from 1999 to 2007. Bush, who grew up in Houston, is the second son of former President George H. W. Bush and...",Florida
Phil Knight,Bend,,Bend,1750,2706464,Phil Knight,44.0581728,-121.3153096,"Philip Hampson ""Buck"" Knight is an American business magnate and philanthropist. A native of Oregon, he is the co-founder and current Chairman Emeritus of Nike, Inc., and previously served as...",Oregon
DJ Qualls,Manchester,,Manchester,1742,2791731,DJ Qualls,35.4817431,-86.0885993,"Donald Joseph Qualls, known professionally as DJ Qualls, is an American actor, producer, and model. He is best known for his work in films including Road Trip, The New Guy, Hustle & Flow, and The...",Tennessee
Rain Phoenix,Crockett,,Crockett,1741,2775454,Rain Phoenix,31.3182359,-95.4566136,"Rain Joan of Arc Phoenix is an American actress, musician, and singer. Phoenix has two sisters, Liberty and Summer, and two brothers, actors Joaquin and River Phoenix.",Texas
John Roberts,St. George,,St. George,1739,3695579,John Roberts,44.0164709,-69.1989341,"John Glover Roberts Jr. is the 17th and current Chief Justice of the United States, serving in this role since 2005.",Maine
Dane Cook,Arlington,,Arlington,1739,2860689,Dane Cook,42.4153925,-71.1564729,Dane Jeffrey Cook is an American stand-up comedian and film actor. He has released five comedy albums: Harmful If Swallowed; Retaliation; Vicious Circle; Rough Around The Edges: Live From Madison...,Massachusetts
Danielle Campbell,Hinsdale,,Hinsdale,1737,2717476,Danielle Campbell,41.8008642,-87.9370052,"Danielle Marie Campbell is an American actress. She is known for film and television work, including her starring roles as Jessica Olson in the 2010 Disney Channel Original Movie StarStruck and...",Illinois
John Grisham,Southaven,,Southaven,1736,2691923,John Grisham,34.9918587,-90.0022958,"John Ray Grisham Jr. is an American novelist, attorney, politician, and activist, best known for his popular legal thrillers. His books have been translated into 42 languages and published worldwide.",Mississippi
Calamity Jane,Princeton,,Princeton,1736,2667367,Calamity Jane,40.4008426,-93.5804988,"Martha Jane Canary or Cannary, better known as Calamity Jane, was an American frontierswoman and professional scout known for being an acquaintance of Wild Bill Hickok and fighting against Native...",Missouri
Frances Conroy,Monroe,,Monroe,1734,3071281,Frances Conroy,33.7948364,-83.713229,"Frances Hardman Conroy is an American actress. She is best known for playing Ruth Fisher on the television series Six Feet Under. Her work on the show won her acclaim and several awards, including a...",Georgia
Jim Mattis,Richland,,Richland,1730,1958883,Jim Mattis,46.28042,-119.2751996,James Norman Mattis is an American veteran and former government official who served as the 26th United States Secretary of Defense from January 2017 through December 2018. He resigned over policy...,Washington
Jim Mattis,Pullman,,Pullman,1730,1958883,Jim Mattis,46.7297771,-117.1817377,James Norman Mattis is an American veteran and former government official who served as the 26th United States Secretary of Defense from January 2017 through December 2018. He resigned over policy...,Washington
Chrisann Brennan,Sunnyvale,,Sunnyvale,1730,3528960,Chrisann Brennan,37.36883,-122.0363496,"Chrisann Brennan is an American painter and writer who wrote the autobiography The Bite in the Apple about her relationship with Apple co-founder Steve Jobs. They had one child, Lisa Brennan-Jobs.",California
Gavin Newsom,Kentfield,,Kentfield,1727,4291910,Gavin Newsom,37.9521465,-122.5571997,"Gavin Christopher Newsom is an American politician and businessman. He is the 40th governor of California, serving since January 2019. A member of the Democratic Party, he previously served as the...",California
David Burtka,Canton,,Canton,1727,2765321,David Burtka,42.3086444,-83.482116,David Michael Burtka is an American actor and professional chef. He is known for his acting roles in theatre and television shows such as How I Met Your Mother and The Play About the Baby. After his...,Michigan
Rick Hoffman,Roslyn Heights,,Roslyn Heights,1725,2657486,Rick Hoffman,40.7887117,-73.6473511,Rick Hoffman is an American actor. He is best known for playing Louis Litt in the legal drama series Suits.,New York
Millard Fillmore,East Aurora,,East Aurora,1725,2689134,Millard Fillmore,42.7678376,-78.6133589,"Millard Fillmore was the 13th president of the United States (1850–1853), and the last to be a member of the Whig Party while in the White House. A former U.S. Representative from New York, Fillmore...",New York
Jacob Sartorius,Reston,,Reston,1724,2466649,Jacob Sartorius,38.9586307,-77.3570028,"Rolf Jacob Sartorius is an American singer and internet personality, who rose to fame via social media from posting lip-syncing videos on musical.ly and TikTok. In 2016, he released his debut single...",Virginia
Chester A. Arthur,Cohoes,,Cohoes,1723,2890790,Chester A. Arthur,42.7742446,-73.7001187,"Chester Alan Arthur was an American attorney and politician who served as the 21st president of the United States from 1881 to 1885. He previously was the 20th vice president of the United States,...",New York
Chester A. Arthur,Schaghticoke,,Schaghticoke,1723,2890790,Chester A. Arthur,42.9000773,-73.5853939,"Chester Alan Arthur was an American attorney and politician who served as the 21st president of the United States from 1881 to 1885. He previously was the 20th vice president of the United States,...",New York
Chester A. Arthur,Fairfield,,Fairfield,1723,2890790,Chester A. Arthur,44.8019921,-72.9456935,"Chester Alan Arthur was an American attorney and politician who served as the 21st president of the United States from 1881 to 1885. He previously was the 20th vice president of the United States,...",Vermont
Rutherford B. Hayes,Delaware,,Delaware,1721,2716929,Rutherford B. Hayes,40.2986724,-83.067965,"Rutherford Birchard Hayes was the 19th president of the United States from 1877 to 1881, having served also as an American representative and governor of Ohio. Hayes was a lawyer and staunch...",Ohio
Rutherford B. Hayes,Fremont,,Fremont,1721,2716929,Rutherford B. Hayes,41.3503303,-83.1218634,"Rutherford Birchard Hayes was the 19th president of the United States from 1877 to 1881, having served also as an American representative and governor of Ohio. Hayes was a lawyer and staunch...",Ohio
David Byrne,Arbutus,,Arbutus,1721,2783823,David Byrne,39.2545512,-76.6999702,"David Byrne is a Scottish-American singer, songwriter, musician, record producer, artist, actor, writer and filmmaker who was a founding member, principal songwriter and lead singer and guitarist of...",Maryland
Vanessa Marcil,Indio,,Indio,1720,3162138,Vanessa Marcil,33.7205771,-116.2155619,"Vanessa Marcil is an American actress. She is best known for her television roles as Brenda Barrett on General Hospital, Gina Kincaid on Beverly Hills, 90210, and Sam Marquez on Las Vegas.",California
Pete Maravich,Aliquippa,,Aliquippa,1719,2870415,Pete Maravich,40.615537,-80.2621852,"Peter Press Maravich, known by his nickname Pistol Pete, was an American professional basketball player. Maravich was born in Aliquippa, Pennsylvania, part of the Pittsburgh metropolitan area, and...",Pennsylvania
Tommy Morrison,Gravette,,Gravette,1718,3622492,Tommy Morrison,36.4220207,-94.4535484,"Tommy David Morrison was an American professional boxer who competed from 1988 to 1996, and held the WBO heavyweight title in 1993. He retired from boxing in 1996 when he tested positive for HIV, but...",Arkansas
