,headline_no_site,site,time,country,bias
302209,Woman dumps SA man — and then he wins R60m PowerBall,Timeslive.co.za,2021-01-19 08:00:00+00:00,South Africa,0.16666666666666666
302246,Women seek court’s mercy after ‘rapist’s five year reign of terror’,Timeslive.co.za,2021-02-22 08:00:00+00:00,South Africa,0.16666666666666666
302161,Evan Rachel Wood alleges ex Marilyn Manson 'horrifically abused' her for years,Timeslive.co.za,2021-02-02 08:00:00+00:00,South Africa,0.16666666666666666
302363,"WATCH | 'Stupid, lucky' woman hops over barrier to feed monkeys Cheetos",Timeslive.co.za,2021-05-25 07:11:47+00:00,South Africa,0.16666666666666666
12702,"Charla Nash in 'Disbelief' Over Death of Sandra Herold, Owner of The Chimp Who Mauled Her",abcnews.go.com,2010-05-25 07:00:00+00:00,USA,0.16666666666666666
12902,"Hiccup Girl's Murder Defense: She Has Tourette's, Says Lawyer",abcnews.go.com,2010-10-25 07:00:00+00:00,USA,0.16666666666666666
12788,More Women the Supreme Court: Breaking Through the Glass Ceiling?,abcnews.go.com,2010-04-21 07:00:00+00:00,USA,0.16666666666666666
12727,The Conversation: Lady Gaga and Cyndi Lauper on HIV AIDS,abcnews.go.com,2010-02-10 08:00:00+00:00,USA,0.16666666666666666
13017,"'Most Stressed Out' in U.S.? Middle Aged Women Have Lowest Well Being, Study Finds",abcnews.go.com,2011-07-26 07:00:00+00:00,USA,0.16666666666666666
12972,"In a Leap of Faith, Woman Jumps Off 40 Foot Bridge: ""I Thought I Was Dead""",abcnews.go.com,2011-02-15 08:00:00+00:00,USA,0.16666666666666666
12194,Amy Winehouse's Dad: 'I Didn't Realize How Talented She Was',abcnews.go.com,2011-12-07 08:00:00+00:00,USA,0.16666666666666666
13430,Navy Seal Widow Uses Facebook to Help Find Husband's Wedding Band,abcnews.go.com,2011-10-05 07:00:00+00:00,USA,0.16666666666666666
11563,Lady Gaga Fights Weight Criticism by Asking Fans to Embrace 'Flaws',abcnews.go.com,2012-09-25 07:00:00+00:00,USA,0.16666666666666666
10400,"Women in Secret Service Scandal Not Tied to Terrorism, Cartels",abcnews.go.com,2012-05-02 07:00:00+00:00,USA,0.16666666666666666
11552,Texas Woman Shoots Husband Over Their Cat,abcnews.go.com,2012-09-25 07:00:00+00:00,USA,0.16666666666666666
13578,Woman Survives 11 Hours in Freezing Utah Canyon,abcnews.go.com,2012-01-10 08:00:00+00:00,USA,0.16666666666666666
14547,Clint Eastwood's Women,abcnews.go.com,2013-09-12 07:00:00+00:00,USA,0.16666666666666666
9608,All Female Smith College Returns Transgender Woman's Admissions Application,abcnews.go.com,2013-03-25 07:00:00+00:00,USA,0.16666666666666666
14571,Women Sell Positive Pregnancy Tests on Craigslist,abcnews.go.com,2013-09-02 07:00:00+00:00,USA,0.16666666666666666
9643,Long Island Woman Wins 'Groundbreaking' Prenup Battle,abcnews.go.com,2013-03-11 07:00:00+00:00,USA,0.16666666666666666
11697,Mother of Freed Journalist 'Overjoyed' at His Release,abcnews.go.com,2014-09-24 07:00:00+00:00,USA,0.16666666666666666
14196,"'American Horror Story' Actor, Smallest Woman Jyoti Amge Dislikes Being Treated 'Like I'm a Baby'",abcnews.go.com,2014-11-26 08:00:00+00:00,USA,0.16666666666666666
11637,"Arrest in Kansas City Rampage That Killed Three, Including Elderly Woman",abcnews.go.com,2014-09-03 07:00:00+00:00,USA,0.16666666666666666
14160,'Miracle' Woman Ruby Graupera Cassimiro Survives After 45 Minutes Without Pulse,abcnews.go.com,2014-11-10 08:00:00+00:00,USA,0.16666666666666666
12224,Woman Posts Touching Tribute to Late Dog With Photo of Last Car Ride,abcnews.go.com,2015-11-16 08:00:00+00:00,USA,0.16666666666666666
14371,Mother Turned In Son Because He Allegedly Wants to Become a Serial Killer,abcnews.go.com,2015-02-09 08:00:00+00:00,USA,0.16666666666666666
10587,"Madonna, Lady Gaga and Katy Perry Pose at Met Gala",abcnews.go.com,2015-05-05 07:00:00+00:00,USA,0.16666666666666666
14442,First Lady Says #GimmeFive as Obamas Mark 5th Anniversary of Let's Move,abcnews.go.com,2015-02-23 08:00:00+00:00,USA,0.16666666666666666
14074,How Woman Who Pretended to Be French Nobility and Faked Own Death Was Exposed,abcnews.go.com,2016-10-28 07:00:00+00:00,USA,0.16666666666666666
10620,Card Request for Woman Who Celebrated 18th Birthday Alone Goes Viral,abcnews.go.com,2016-06-10 07:00:00+00:00,USA,0.16666666666666666
14088,Video Shows 15 Year Old Girl Being Pepper Sprayed by Police,abcnews.go.com,2016-09-22 07:00:00+00:00,USA,0.16666666666666666
9212,Debbie Wasserman Schultz Under Fire for Comments About Young Women,abcnews.go.com,2016-01-07 08:00:00+00:00,USA,0.16666666666666666
14485,Indian photographer's project asks why cows are more valued than women,abcnews.go.com,2017-06-29 07:00:00+00:00,USA,0.16666666666666666
10033,94 year old woman celebrates 44 years working at McDonald's,abcnews.go.com,2017-03-26 07:00:00+00:00,USA,0.16666666666666666
11868,Man faces murder charges in deaths of 2 women over a decade,abcnews.go.com,2017-10-06 07:00:00+00:00,USA,0.16666666666666666
11850,Girl dies after falling from cruise ship's interior deck to one below in Miami,abcnews.go.com,2017-10-14 07:00:00+00:00,USA,0.16666666666666666
9321,Toddler with Down syndrome sings with sister thanks to music therapy,abcnews.go.com,2018-01-16 08:00:00+00:00,USA,0.16666666666666666
11391,"After #MeToo, female progressives candidly discuss experiences with sexual assault",abcnews.go.com,2018-07-24 07:00:00+00:00,USA,0.16666666666666666
11949,"In show of solidarity, women donate their hair to breast cancer survivors",abcnews.go.com,2018-10-05 07:00:00+00:00,USA,0.16666666666666666
9337,Minnesota grand jury convening in police killing of Australian woman,abcnews.go.com,2018-02-06 08:00:00+00:00,USA,0.16666666666666666
12542,US astronaut sets record for longest spaceflight by a woman,abcnews.go.com,2019-12-28 08:00:00+00:00,USA,0.16666666666666666
11484,"Baltimore mother took Lyft to dispose of 4 year old Malachi Lawson's body in a dumpster, authorities say",abcnews.go.com,2019-08-06 07:00:00+00:00,USA,0.16666666666666666
9485,'The View' meets offensive comments from French author about women over 50 with humor,abcnews.go.com,2019-01-09 08:00:00+00:00,USA,0.16666666666666666
11422,'World should know what is happening' to children in ICE detention: Mother testifies,abcnews.go.com,2019-07-10 07:00:00+00:00,USA,0.16666666666666666
302988,Mother of 3 of Floyd Mayweather Jr's children found dead,abcnews.go.com,2020-03-12 07:00:00+00:00,USA,0.16666666666666666
302873,Woman who alleges affair with former megachurch pastor speaks out,abcnews.go.com,2020-11-20 08:00:00+00:00,USA,0.16666666666666666
302612,Black mother and son speak out after being denied service at Baltimore restaurant,abcnews.go.com,2020-06-24 07:00:00+00:00,USA,0.16666666666666666
302850,Sarah Fuller becomes 1st woman to play in Power 5 football game,abcnews.go.com,2020-11-28 08:00:00+00:00,USA,0.16666666666666666
303285,"Baby Girl Sussex is coming, so what's big bro Archie to do?",abcnews.go.com,2021-05-25 07:00:00+00:00,USA,0.16666666666666666
303088,Sarah Thomas to be 1st female to officiate at Super Bowl,abcnews.go.com,2021-01-19 08:00:00+00:00,USA,0.16666666666666666
303292,Arab woman gets kidney from Jewish man killed in Israel riot,abcnews.go.com,2021-05-24 07:00:00+00:00,USA,0.16666666666666666
303073,Professor quits after posing as female immigrant on Twitter,abcnews.go.com,2021-02-12 08:00:00+00:00,USA,0.16666666666666666
16594,Oracle President Chuck Phillips Admits Relationship with Woman on Billboard,businessinsider.com,2010-01-22 08:00:00+00:00,India,0.16666666666666666
16555,HOUSE OF THE DAY: The Amazing Beverly Hills Mansion Hilary Duff Just Bought Herself For $3.85 Million,businessinsider.com,2010-07-16 07:00:00+00:00,India,0.16666666666666666
16590,How To Keep Your Valuable Female Employees,businessinsider.com,2010-01-14 08:00:00+00:00,India,0.16666666666666666
16564,Sexy Lady To Remind Dudes About Football,businessinsider.com,2010-10-12 07:00:00+00:00,India,0.16666666666666666
16764,An International Boxing Federation Wants Women To Wear Skirts In The Ring,businessinsider.com,2011-10-27 07:00:00+00:00,India,0.16666666666666666
16831,OOPS: Cleaning Lady At A German Museum Destroys A $1.1 Million Sculpture By Scrubbing It,businessinsider.com,2011-11-03 07:00:00+00:00,India,0.16666666666666666
16833,The Mother Of Hugh Grant's Baby Has Taken Out An Injunction Against British Paparazzi,businessinsider.com,2011-11-11 08:00:00+00:00,India,0.16666666666666666
16606,Mary Erdoes Thinks The 4:1 Male To Female Ratio At Davos Is No Good,businessinsider.com,2011-01-28 08:00:00+00:00,India,0.16666666666666666
18019,This Woman Charges $1 A Minute To Cuddle You,businessinsider.com,2012-07-12 07:00:00+00:00,India,0.16666666666666666
17340,These Photos Of Joe Biden Getting Intimate With A Lady Biker Are Priceless,businessinsider.com,2012-09-10 07:00:00+00:00,India,0.16666666666666666
18082,Sharon Osbourne Accuses NBC Of Discrimination After Network Denies Her Son A Job,businessinsider.com,2012-08-06 07:00:00+00:00,India,0.16666666666666666
17782,UH OH: Lindsay Lohan Is In Trouble With Her Insurance Company For Driving (Again),businessinsider.com,2012-06-19 07:00:00+00:00,India,0.16666666666666666
17036,This 1970 Instructional Video Taught Women In The Military How To Behave,businessinsider.com,2013-09-09 07:00:00+00:00,India,0.16666666666666666
17063,"CHART: More Women Are The Main Breadwinners, Especially In Bad Times",businessinsider.com,2013-10-23 07:00:00+00:00,India,0.16666666666666666
16969,GOP GOVERNOR: America's Educational Problems Started When 'The Mom Got In The Work Place',businessinsider.com,2013-06-04 07:00:00+00:00,India,0.16666666666666666
17273,More and More Women Becoming Gun Owners,businessinsider.com,2013-04-09 07:00:00+00:00,India,0.16666666666666666
17214,This Kid Found An Ingenious Way To Impress A Girl At A Baseball Game,businessinsider.com,2014-05-18 07:00:00+00:00,India,0.16666666666666666
17493,Germany wants more women in boardroom,businessinsider.com,2014-12-22 08:00:00+00:00,India,0.16666666666666666
16864,23 Times Women Made History On 'Saturday Night Live',businessinsider.com,2014-01-17 08:00:00+00:00,India,0.16666666666666666
17628,Here's How Wonder Woman Will Look In 'Batman V Superman',businessinsider.com,2014-07-26 07:00:00+00:00,India,0.16666666666666666
15642,"Women are taking on the 'Man Cave' with 'She Sheds', and they look awesome",businessinsider.com,2015-07-22 07:00:00+00:00,India,0.16666666666666666
15247,Kevin O'Leary of 'Shark Tank' invests in 27 companies and says the only ones making money have female CEOs,businessinsider.com,2015-05-11 07:00:00+00:00,India,0.16666666666666666
15643,This butterfly is half male and half female,businessinsider.com,2015-08-11 07:00:00+00:00,India,0.16666666666666666
15311,A CEO whose business took off after appearing on 'Shark Tank' shares her unique hiring strategy,businessinsider.com,2015-06-02 07:00:00+00:00,India,0.16666666666666666
14946,These are the only 11 jobs in the US where women earn more than men,businessinsider.com,2016-04-12 07:00:00+00:00,India,0.16666666666666666
17813,Law professor responds to students who complained about her Black Lives Matter shirt,businessinsider.com,2016-07-12 07:00:00+00:00,India,0.16666666666666666
16002,Pope Francis will elevate Mother Theresa to sainthood on Sunday,businessinsider.com,2016-09-04 07:00:00+00:00,India,0.16666666666666666
17800,The 24 countries where female politicians have the most power,businessinsider.com,2016-07-22 07:00:00+00:00,India,0.16666666666666666
15056,Women Talk About Working in White Male Hedge Funds,businessinsider.com,2017-03-08 08:00:00+00:00,India,0.16666666666666666
18847,The Powerful Moment in 'Wonder Woman' When Her Thighs Jiggled,businessinsider.com,2017-06-14 07:00:00+00:00,India,0.16666666666666666
15695,"Journalists mocked Melania Trump for wearing heels en route to flood ravaged Texas, but she had another pair",businessinsider.com,2017-08-29 07:00:00+00:00,India,0.16666666666666666
17713,More than half of Atlassian's graduate intake this year are women,businessinsider.com,2017-01-20 08:00:00+00:00,India,0.16666666666666666
18590,Alexandria Ocasio Cortez can't afford DC rent her until salary starts,businessinsider.com,2018-11-09 08:00:00+00:00,India,0.16666666666666666
15441,First lady Melania Trump visits detained immigrant children,businessinsider.com,2018-06-21 07:00:00+00:00,India,0.16666666666666666
15750,"Why you shouldn't call female investors 'girls,' according to a VC",businessinsider.com,2018-07-22 07:00:00+00:00,India,0.16666666666666666
15772,The Chase Cards CEO on working with Jamie Dimon and her own success,businessinsider.com,2018-08-06 07:00:00+00:00,India,0.16666666666666666
18658,Women Earn the Most at Age 41,businessinsider.com,2019-03-08 08:00:00+00:00,India,0.16666666666666666
18640,London's Top Women in Fintech in 2019,businessinsider.com,2019-03-26 07:00:00+00:00,India,0.16666666666666666
16459,The founder of the 'Airbnb of yachts' says the service is attracting millennial women — here's why,businessinsider.com,2019-11-30 08:00:00+00:00,India,0.16666666666666666
16494,Jennifer Arcuri says Boris Johnson treated her like a 'gremlin',businessinsider.com,2019-11-18 08:00:00+00:00,India,0.16666666666666666
304297,Elon Musk slammed by Ariana Grande's mother over 'Free America' tweet,businessinsider.com,2020-04-29 07:00:00+00:00,India,0.16666666666666666
304616,"US soldier, first woman to pass Ranger School, on Ruth Bader Ginsburg",businessinsider.com,2020-10-08 07:00:00+00:00,India,0.16666666666666666
304461,Former Fox Business producer alleges she was raped by host Ed Henry,businessinsider.com,2020-07-20 07:00:00+00:00,India,0.16666666666666666
304279,Dr. Birx told tragic story of great grandmother dying from Spanish flu,businessinsider.com,2020-03-26 07:00:00+00:00,India,0.16666666666666666
304886,"How a 23 year old, 6 figure earning marketing entrepreneur spends her day",businessinsider.com,2021-04-19 07:00:00+00:00,India,0.16666666666666666
304872,A new study found that Black women are 3 times more likely to die from COVID 19 when compared to white men,businessinsider.com,2021-04-10 07:00:00+00:00,India,0.16666666666666666
304897,"The pandemic's impact on women varies by race, ethnicity, study finds",businessinsider.com,2021-04-24 07:00:00+00:00,India,0.16666666666666666
304944,"India coronavirus: PM Modi's aunt dead after infection, family says",businessinsider.com,2021-04-28 07:00:00+00:00,India,0.16666666666666666
19720,"Wall Street Escort Wishes She Could Tell Clients: ""You're Really Small And You're Bad In Bed""",buzzfeed.com,2012-05-02 07:00:00+00:00,UK,0.16666666666666666
19437,WikiHow Explains How To Hug A Girl,buzzfeed.com,2012-07-11 07:00:00+00:00,UK,0.16666666666666666
19719,The Strongest Woman In America Lives In Poverty,buzzfeed.com,2012-06-27 07:00:00+00:00,UK,0.16666666666666666
19214,It's Crazy That The Media Called These 11 Celebrity Women Fat,buzzfeed.com,2012-04-11 07:00:00+00:00,UK,0.16666666666666666
19647,13 Things You Didn't Know About The Woman Who Voiced Tommy Pickles,buzzfeed.com,2013-09-25 07:00:00+00:00,UK,0.16666666666666666
20950,The 24 Year Old Woman Who Sells Cars To Creepy Old Men,buzzfeed.com,2013-01-09 08:00:00+00:00,UK,0.16666666666666666
19307,Batman/Superman Movie Has Found Its Wonder Woman,buzzfeed.com,2013-12-04 08:00:00+00:00,UK,0.16666666666666666
19672,Ja'mie Private School Girl Surprised Katy Perry With A Phone Call,buzzfeed.com,2013-10-30 07:00:00+00:00,UK,0.16666666666666666
19725,15 Books Every Young Gay Woman Should Read,buzzfeed.com,2014-03-04 08:00:00+00:00,UK,0.16666666666666666
19548,23 Times Taylor Swift Was So Adorably Awkward You Wished She Was Your BFF,buzzfeed.com,2014-08-26 07:00:00+00:00,UK,0.16666666666666666
19737,16 Super Essential Girl Friendly Style Tips From The Boys Of One Direction,buzzfeed.com,2014-03-04 08:00:00+00:00,UK,0.16666666666666666
19325,"Angelina Jolie Looks Back On The Roles That Made Her Puke, Cry, And Fall In Love",buzzfeed.com,2014-05-27 07:00:00+00:00,UK,0.16666666666666666
19634,Lady Gaga's New Disco Cover Will Make Your Weekend,buzzfeed.com,2015-10-02 07:00:00+00:00,UK,0.16666666666666666
20254,This Advert About Two Women Getting Ready For Dinner Actually Has A Powerful Message About Equality,buzzfeed.com,2015-06-08 07:00:00+00:00,UK,0.16666666666666666
