"artist","song","sentence","highestRank","year","nonPerson","name"
"Chubby Checker","Limbo Rock","Jack go under limbo stick","2","1962",NA,"Jack"
"Chubby Checker","Limbo Rock","Jack be limbo, Jack be quick","2","1962",NA,"Jack"
"Chubby Checker","Limbo Rock","Jack be limbo, Jack be quick","2","1962",NA,"Jack"
"Chubby Checker","Limbo Rock","Jack go under limbo stick","2","1962",NA,"Jack"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah don't play that Pee pee anna","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah I wanna make love to you","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah are you blind","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah don't play that Pee pee anna","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah I wanna make love to you","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah don't be cruel","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah don't play that Pee pee anna","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah I wanna make love to you","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah please be kind","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah don't play that Pee pee anna","70","1965",NA,"Susannah"
"Chubby Checker","Lovely, Lovely (Loverly, Loverly)","Oh Susannah I wanna make love to you ....fade","70","1965",NA,"Susannah"
"Chubby Checker","Twistin' U.S.A.","They're Twistin' in Asia, Africa and Australie","68","1961","continent","Asia"
"Chubby Checker","Twistin' U.S.A.","Group From Boston to LA","68","1961","city","Boston"
"Chubby Checker","Twistin' U.S.A.","Group From Boston to LA","68","1961","city","Boston"
"Chubby Checker","Twistin' U.S.A.","Group From Boston to LA","68","1961","city","Boston"
"Chubby Checker","Twistin' U.S.A.","&gt;From Boston to LA","68","1961","city","Boston"
"Chubby Checker","Twistin' U.S.A.","CC Yeah The Shimmy in Charlotte","68","1961","city","Charlotte"
"Chubby Checker","Twistin' U.S.A.","They're Twistin' In Cleveland in Kansas City too","68","1961","city","Cleveland"
"Chubby Checker","Twistin' U.S.A.","In Detroit and Dallas","68","1961","city","Dallas"
"Chubby Checker","Twistin' U.S.A.","They're wailin' in Warwood In Pittsburg and St. Lou","68","1961","city","Lou"
"Chuck Berry","Anthony Boy","Hey, there Anthony boy","60","1959",NA,"Anthony"
"Chuck Berry","Anthony Boy","About some things that Anthony","60","1959",NA,"Anthony"
"Chuck Berry","Anthony Boy","Hey, there Anthony boy","60","1959",NA,"Anthony"
"Chuck Berry","Anthony Boy","Hey, there Anthony boy","60","1959",NA,"Anthony"
"Chuck Berry","Anthony Boy","Betty and Barbara and Jeanie and Jane","60","1959",NA,"Barbara"
"Chuck Berry","Anthony Boy","Betty and Barbara and Jeanie and Jane","60","1959",NA,"Betty"
"Chuck Berry","Anthony Boy","Betty told me the secret","60","1959",NA,"Betty"
"Chuck Berry","Anthony Boy","Betty and Barbara and Jeanie and Jane","60","1959",NA,"Jane"
"Chuck Berry","Anthony Boy","Betty and Barbara and Jeanie and Jane","60","1959",NA,"Jeanie"
"Chuck Berry","Anthony Boy","Are yackity-yackin' with Joan","60","1959",NA,"Joan"
"Chuck Berry","Anthony Boy","Hey, there Tony boy","60","1959",NA,"Tony"
"Chuck Berry","Anthony Boy","Tony me boy","60","1959",NA,"Tony"
"Chuck Berry","Back In The U.S.A.","Let alone just to be at my home back in ol' St. Lou","37","1959","city","Lou"
"Chuck Berry","Carol","Oh Carol, don't let him steal your heart away","18","1958",NA,"Carol"
"Chuck Berry","Carol","Oh Carol, don't let him steal your heart away","18","1958",NA,"Carol"
"Chuck Berry","Carol","Oh Carol, don't let him steal your heart away","18","1958",NA,"Carol"
"Chuck Berry","Carol","Oh Carol","18","1958",NA,"Carol"
"Chuck Berry","Dear Dad","As to drive this old Ford.","95","1965","car","Ford"
"Chuck Berry","Dear Dad","The way this old Ford","95","1965","car","Ford"
"Chuck Berry","Dear Dad","This here Ford will nosedive.","95","1965","car","Ford"
"Chuck Berry","Dear Dad","The way this Ford wiggles","95","1965","car","Ford"
"Chuck Berry","Dear Dad","Henry Junior Ford","95","1965","car","Ford"
"Chuck Berry","Dear Dad","Henry Junior Ford","95","1965","car","Henry"
"Chuck Berry","Dear Dad","Henry Junior Ford","95","1965","car","Junior"
"Chuck Berry","Little Marie","Both are deep within my hearth, her Mom and my Marie","54","1964",NA,"Marie"
"Chuck Berry","Little Marie","My hearth was tore apart as I looked back at my Marie","54","1964",NA,"Marie"
"Chuck Berry","Little Marie","Then she spoke and asked me to come back and see Marie","54","1964",NA,"Marie"
"Chuck Berry","Promised Land","and rolled in into Raleigh and all across Carolina","41","1964","state","Carolina"
"Chuck Berry","Promised Land","Stopped in Charlotte and bypassed Rock Hill","41","1964","city","Charlotte"
"Chuck Berry","Promised Land","Rollin' out of Georgia state","41","1964","state","Georgia"
"Chuck Berry","Promised Land","Just help me get to Houston town","41","1964","city","Houston"
"Chuck Berry","Promised Land","and rolled in into Raleigh and all across Carolina","41","1964","city","Raleigh"
"Chuck Berry","Promised Land","I left my home in Norfolk Virginia","41","1964","state","Virginia"
"Chuck Berry","Promised Land","Los Angeles give me Norfolk Virginia","41","1964","state","Virginia"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, Randalph ain't too far behind","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, Santa's got to make it to town","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph 'cause I'm reelin' like a merry-go-round","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","And then away went Rudolph a whizzing like a shooting star","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, Santa's got to make it to town","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, reeling like a merry-go-round","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, Santa's got to make it to town","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, reeling like a merry-go-round","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","And then away went Rudolph a whizzing like a Saber jet","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph, Santa's got to make it to town","69","1958",NA,"Rudolph"
"Chuck Berry","Run Rudolph Run","Run, run Rudolph 'cause I'm reelin' like a merry-go-round","69","1958",NA,"Rudolph"
"Chuck Berry","Too Pooped To Pop (Casey)","Casey is an old man who wants to be a teen","42","1960",NA,"Casey"
"Chuck Berry","Too Pooped To Pop (Casey)","Chicks told Casey, you better move man","42","1960",NA,"Casey"
"Chuck Berry","Too Pooped To Pop (Casey)","Casey wasn't in time but he was dancin' awhile","42","1960",NA,"Casey"
"Chuck Berry","Too Pooped To Pop (Casey)","Casey finally learned to do the hoochie koo","42","1960",NA,"Casey"
"Chuck Berry","You Never Can Tell","You could see that Pierre did truly love the mademoiselle","14","1964",NA,"Pierre"
"Chuck Berry","You Never Can Tell","But when Pierre found work, the little money comin' worked out well","14","1964",NA,"Pierre"
"Chuck Berry","You Never Can Tell","It was there that Pierre was married to the lovely mademoiselle","14","1964",NA,"Pierre"
"Ciara","Body Party","Baby put your phone down, you should turn it off","22","2013",NA,"Baby"
"Ciara","Body Party","Baby take your time now, there's no need to rush","22","2013",NA,"Baby"
"Ciara","I Bet","Baby, tell me what's it","43","2015",NA,"Baby"
"Ciara","I Bet","You and me, Fashion Week at Paris, I put you on to that new","43","2015","city","Paris"
"Ciara","Promise","Baby, take a ride","11","2006",NA,"Baby"
"Ciara","Promise","Baby, you and I can have a good time","11","2006",NA,"Baby"
"Ciara","Promise","Baby, I'll do","11","2006",NA,"Baby"
"Ciara Featuring 50 Cent","Can't Leave 'Em Alone","Baby, you should take me as I am","40","2007",NA,"Baby"
"Ciara Featuring 50 Cent","Can't Leave 'Em Alone","Out the hood, out the drama, out the Bentley that's on","40","2007","car","Bentley"
"Ciara Featuring 50 Cent","Can't Leave 'Em Alone","From the A to hill up in Beverly","40","2007","city","Beverly"
"Ciara Featuring Chamillionaire","Get Up","I said, \Ciara's on you radio""","7","2006",NA,"Ciara"
"Ciara Featuring Ludacris","Oh","Buddy take a new whip, paint strip, into a bowlin' ball","2","2005",NA,"Buddy"
"Ciara Featuring Ludacris","Oh","Ciara got that fire like","2","2005",NA,"Ciara"
"Ciara Featuring Ludacris","Oh","Shawty can't handle this, Ciara got that fire like","2","2005",NA,"Ciara"
"Ciara Featuring Ludacris","Oh","Same price every time, hot song, jumped on cause Ciara got sex appeal","2","2005",NA,"Ciara"
"Ciara Featuring Ludacris","Ride","Baby hit it, hit it","42","2010",NA,"Baby"
"Ciara Featuring Ludacris","Ride","Baby give me more","42","2010",NA,"Baby"
"Ciara Featuring Ludacris","Ride","Baby say my name","42","2010",NA,"Baby"
"Ciara Featuring Ludacris","Ride","Ciara","42","2010",NA,"Ciara"
"Ciara Featuring Ludacris","Ride","Ciara","42","2010",NA,"Ciara"
"Ciara Featuring Ludacris","Ride","Ciara uh huh","42","2010",NA,"Ciara"
"Ciara Featuring Ludacris","Ride","Ciara","42","2010",NA,"Ciara"
"Ciara Featuring Ludacris","Ride","Drew","42","2010",NA,"Drew"
"Ciara Featuring Ludacris","Ride","A-T-L Georgia, booty's","42","2010","state","Georgia"
"Ciara Featuring Ludacris","Ride","A-T-L Georgia, booty's","42","2010","state","Georgia"
"Ciara Featuring Missy Elliott","1, 2 Step","Missy Ciara,","2","2004",NA,"Ciara"
"Ciara Featuring Nicki Minaj","I'm Out","I'm Nicki M","44","2013",NA,"Nicki"
"Ciara Featuring Petey Pablo","Goodies","Baby this is what I'm lookin' for.","1","2004",NA,"Baby"
"Ciara Featuring T-Pain","Go Girl","Teddy Pain on that thing, there is no need for a remix","78","2008",NA,"Teddy"
"Ciara Featuring Young Jeezy","Never Ever","Baby, I can't help but fantasize","66","2009",NA,"Baby"
"Ciara Featuring Young Jeezy","Never Ever","Baby, baby","66","2009",NA,"Baby"
"Cinderella","Shelter Me","Just like Jimmy's skeletons","36","1990",NA,"Jimmy"
"Cinderella","The Last Mile","Me and Billy boy and old lady Jane","36","1989",NA,"Billy"
"Cinderella","The Last Mile","Me and Billy boy and old lady Jane","36","1989",NA,"Jane"
"City High Featuring Eve","Caramel","Baby look me in the eyes","18","2001",NA,"Baby"
"City High Featuring Eve","Caramel","Baby girl don't you know you're a star","18","2001",NA,"Baby"
"City High Featuring Eve","Caramel","You can say I'm plain Jane, but it's not the same","18","2001",NA,"Jane"
"City High Featuring Eve","Caramel","Mira","18","2001",NA,"Mira"
"Clarence Carter","Funky Fever","Wilson Pickett got it","88","1968",NA,"Wilson"
"Clarence Carter","I Can't Leave Your Love Alone","Baby, your love","42","1970",NA,"Baby"
"Clarence Carter","Thread The Needle","Daddy Clarence gonna teach you","98","1967",NA,"Clarence"
"Clarence Carter","Too Weak To Fight","Baby, baby, baby, baby","13","1968",NA,"Baby"
"Claude King","Wolverton Mountain","Cause Clifton Clowers has a pretty young daughter","6","1962",NA,"Clifton"
"Claude King","Wolverton Mountain","The bears and the birds tell Clifton Clowers","6","1962",NA,"Clifton"
"Claude King","Wolverton Mountain","The bears and the birds tell Clifton Clowers","6","1962",NA,"Clifton"
"Claude King","Wolverton Mountain","The bears and the birds tell Clifton Clowers","6","1962",NA,"Clifton"
"Claude King","Wolverton Mountain","But I don't care about Clifton Clowers","6","1962",NA,"Clifton"
"Claude King","Wolverton Mountain","I don't care about Clifton Clowers","6","1962",NA,"Clifton"
"Clay Aiken","Invisible","Baby, you don't hear me","37","2003",NA,"Baby"
"Clay Walker","A Few Questions","For a place like St. Jude's","55","2003",NA,"Jude"
"Clay Walker","Fall","Baby, fall","55","2007",NA,"Baby"
"Clay Walker","Fall","Baby, fall","55","2007",NA,"Baby"
"Clay Walker","Fall","Baby, fall","55","2007",NA,"Baby"
"Clay Walker","I Can't Sleep","Baby not a wink I could go for days","61","2004",NA,"Baby"
"Clay Walker","I Can't Sleep","Baby not a wink I could go for days","61","2004",NA,"Baby"
"Clay Walker","She Won't Be Lonely Long","Heaven help the fool who did her wrong","53","2010","place","Heaven"
"Clay Walker","She Won't Be Lonely Long","Heaven help the fool who did her wrong","53","2010","place","Heaven"
"Clay Walker","She Won't Be Lonely Long","Heaven help the fool who did her wrong","53","2010","place","Heaven"
"Clean Bandit Featuring Sean Paul & Anne-Marie","Rockabye","Clean Bandit, Sean-Da-Paul, Anne-marie, sing, make them hear","9","2016",NA,"Sean Paul"
"Clipse","Grindin'","Gucci Chuck Taylor with the dragon on the side","32","2002",NA,"Chuck"
"Clipse","Grindin'","Call me sub woofer, 'cause I pump bass like that, Jack","32","2002",NA,"Jack"
"Clipse","Grindin'","One'll leave you frozen, the other, noddin' and dozin', I'm grindin' Jack","32","2002",NA,"Jack"
"Clipse","Grindin'","As if I was Slick Rick my aim is still an issue","32","2002",NA,"Rick"
"Clipse Featuring Faith Evans","Ma, I Don't Love Her","Winter, his and her Vivas","86","2003","season","Winter"
"Coko","Sunshine","Baby, when you're around me you just can't do no wrong","70","1999",NA,"Baby"
"Colbie Caillat","Brighter Than The Sun","Boy we go together like peanuts and paydays and Marley and reggae","47","2011",NA,"Marley"
"Colbie Caillat","I Do","Baby there's nothing, there's nothing we can't get through","23","2011",NA,"Baby"
"Cold Blood","You Got Me Hummin","Baby, it's in your hands","52","1970",NA,"Baby"
"Coldplay","Atlas","Heaven we hope is just up the road","69","2013","place","Heaven"
"Coldplay","Christmas Lights","Like some drunken Elvis singing","25","2010",NA,"Elvis"
"Coldplay","Viva La Vida","I know Saint Peter won't call my name","1","2008",NA,"Peter"
"Coldplay","Viva La Vida","I know Saint Peter won't call my name","1","2008",NA,"Peter"
"Coldplay","Viva La Vida","Roman Cavalry choirs are singing","1","2008","city","Roman"
"Coldplay","Viva La Vida","Roman Cavalry choirs are singing","1","2008","city","Roman"
"Coldplay","Viva La Vida","Roman Cavalry choirs are singing","1","2008","city","Roman"
"Cole Swindell","Ain't Worth The Whiskey","Baby you ain't worth the whiskey.","43","2015",NA,"Baby"
"Cole Swindell","Ain't Worth The Whiskey","Baby you ain't worth the whiskey.","43","2015",NA,"Baby"
"Cole Swindell","Hope You Get Lonely Tonight","Baby taste the moonshinin' off of your lips,","50","2014",NA,"Baby"
"Cole Swindell","Middle Of A Memory","Baby, it just took one look at you","46","2016",NA,"Baby"
"Cole Swindell","Middle Of A Memory","Baby, in the middle of the glow of the neon light","46","2016",NA,"Baby"
"Cole Swindell","Middle Of A Memory","Baby, in the middle of the glow of the neon light","46","2016",NA,"Baby"
"Cole Swindell","Middle Of A Memory","Baby, in the middle of the glow of the neon light","46","2016",NA,"Baby"
"Collective Soul","Shine","Heaven send a light, let it shine on me","11","1994","place","Heaven"
"Collective Soul","Shine","Heaven send a light, let it shine on me","11","1994","place","Heaven"
"Collin Raye","Anyone Else","Baby I bought wine and roses","37","1999",NA,"Baby"
"Collin Raye","Anyone Else","Baby let's trade in these teardrops","37","1999",NA,"Baby"
"Color Me Badd","Choose","Sometimes I--Oh ah oh ah ohhhh ahh, Baby","23","1994",NA,"Baby"
"Color Me Badd","I Adore Mi Amor","Baby, I adore","1","1991",NA,"Baby"
"Color Me Badd","The Earth, The Sun, The Rain","Baby, where have you been?","21","1996",NA,"Baby"
"Color Me Badd","Thinkin Back","Baby save me, i'm thinkin, thinkin' back....","16","1992",NA,"Baby"
"Commodores","Nightshift","Jackie , hey what'you doing now","3","1985",NA,"Jackie"
"Commodores","Nightshift","Jackie you set","3","1985",NA,"Jackie"
"Commodores","Nightshift","Marvin, he was a friend of mine","3","1985",NA,"Marvin"
"Commodores","Nightshift","Marvin sang of the joy and pain","3","1985",NA,"Marvin"
"Concrete Blonde","Joey","Joey, baby - don't get crazy","19","1990",NA,"Joey"
"Concrete Blonde","Joey","Oh, Joey, if you're hurting so am I","19","1990",NA,"Joey"
"Concrete Blonde","Joey","Joey, honey - I got some money","19","1990",NA,"Joey"
"Concrete Blonde","Joey","Oh Joey, I'm not angry anymore","19","1990",NA,"Joey"
"Connie Francis","Don't Ever Leave Me","Baby, Baby - I've been waiting","42","1964",NA,"Baby"
"Connie Francis","Don't Ever Leave Me","Baby, Baby - I've been waiting","42","1964",NA,"Baby"
"Connie Francis","Don't Ever Leave Me","Baby, tell me how much you love me","42","1964",NA,"Baby"
"Connie Francis","Don't Ever Leave Me","Baby, Baby - don't ever leave me","42","1964",NA,"Baby"
"Connie Francis","Don't Ever Leave Me","Baby, Baby - don't ever leave me","42","1964",NA,"Baby"
"Connie Francis","Fallin'","Baby, lover you're the reason why","30","1958",NA,"Baby"
"Connie Francis","Fallin'","Like Delilah's home in town","30","1958",NA,"Delilah"
